DISTRICT,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated
Adilabad,5237.12211,0,0,0.761018063,1815.669729,3332.378874,2043.898517,1049.048695,657.4597205,453.0592403,310.8509131,215.6637044,151.7962861,124.882201,103.5049244,67.48915441,60.64168954,50.21863463,45.87360161,26.37246108,24.71000638,27.19359814,26.72337659,17.44261431,11.34608181,15.56766282,10.31977687,12.4768527,5.255191009,11.26463304,10.31008545,8.620621057,4.736981276,10.99755385,5.042501371,5.583869692,7.022464147,4.997418305,3.257166902,8.317301648,4.851166019,2.537800329,4.066522382,2.450914726,6.081912984,2.624673345,2.37082324,4.05399154,4.06089969,3.213862031,4.059255059,0.936853545,1.604440571,0.843041357,1.608425269,3.402445674,4.138176612,1.686207295,2.363510347,2.366204493,0.761393988,2.276398529,0.758774602,0,44872.43017,76648441966,90.5,0,0,0,48.3,1270,20.6,6.903169401,3450,11,27.3,3.496148551,8010,116,2980,0,2.819042646
Agra,401.6643275,0,0,0,48.53911847,451.3627452,620.7682557,441.5686869,307.5833869,252.5760478,224.4209765,186.3780829,161.5581196,109.9986012,73.89440902,61.61632422,44.43178303,45.00127762,44.35777632,36.87038104,28.32301242,26.89021628,23.69266083,21.87956879,18.42115582,15.04001706,21.30654254,10.70990008,15.24012957,9.423996439,13.72517654,13.26730796,7.573439597,6.564956406,8.849750631,6.1574495,7.986226796,8.882064024,7.49710362,3.110587168,7.753128789,5.341569423,4.764377594,4.23939792,3.921187302,3.747082524,5.980390153,9.108309663,5.344420361,5.980712117,2.313102724,6.316166559,3.03997797,4.005224439,5.980822258,7.664076123,4.625273936,8.372919285,7.185671104,6.948148666,6.858541716,15.08020214,22.82638525,81.42207246,104525.6033,47432094334,0,0,0,0,0,0,0.65563074,5.766291591,0.460553432,0,2.80210381,0.18596188,3830,168,15,0,0
Ahmadabad,1517.130217,0,0,14.18896148,1274.942045,1784.849088,816.6816722,461.0160438,302.2314797,219.35294,154.364098,154.1433971,101.8959337,77.62488865,57.83347218,62.74531856,51.65984448,38.90929516,29.40793527,37.75565924,37.96127996,36.16909114,27.19296623,21.53787201,16.09252004,30.37802156,19.57510451,21.24309076,14.15207173,21.52074825,17.15716908,20.7930644,19.57177635,14.0399968,10.39552623,18.61349028,13.03220519,8.526707186,6.197332836,11.05647441,12.72598702,9.92554437,10.55582222,7.089164327,11.339596,11.49863812,7.945707274,7.39189352,2.391510128,2.80492789,11.01339715,8.970943415,5.855607024,9.384812715,9.718510988,11.09021711,10.57324526,6.101729433,5.615617309,11.19954063,14.31776071,20.66315543,96.55213878,170.8234857,85304.23909,74493141117,56.3,0,0,0.184486265,0,1.634558994,4.420996868,509,2.803638945,0,266,9.548162628,6130,283,736,0.969645449,18.3
Ahmadnagar,984.5225228,0,0,3.122405924,1756.19357,3855.194414,2683.53151,1989.690949,1469.145589,996.4864123,738.8363652,526.7766294,404.2628364,357.6677371,271.2348096,198.8101855,130.4398887,107.8861039,74.15101131,54.10470673,47.94878913,31.86919663,28.60849595,26.75400697,26.63675626,15.9528266,14.97655855,13.91557134,18.69212939,6.501963795,15.06799309,11.23275012,11.36520903,6.505237793,8.295684252,7.853776979,8.181355503,12.34146309,3.383370995,7.093677393,2.543276208,2.365371554,10.29943668,7.67831656,5.649322813,2.722150391,7.175759522,5.403985496,1.603996189,4.152264061,5.842820647,6.250768588,8.049287419,4.901021184,3.127882593,2.284520651,4.814997854,4.73755166,7.188130418,3.885169077,6.786893191,6.513692479,14.65385796,0,70487.98658,1.28E+11,119,0,1.177964292,0,3.681358135,42.7,26.3,10.5,93.1,4.617110836,1.613678386,18.1,15800,259,667,0,10.8
Aizawl,3412.585161,0,0,0,49.31020369,102.0215821,42.98980124,27.31912411,19.88848617,8.558212179,3.94607125,4.847538727,3.116422663,6.242040722,3.854721296,0.820379127,3.116488896,3.116228043,2.296502066,0.738249302,0.738154846,3.03411359,3.936835993,0.820020015,2.952808251,0.820224536,0,0.91113335,0.820277002,0,1.476130588,2.469565197,1.558334619,0.820020015,1.558269316,1.649609897,0,2.296337478,0,0.820072549,0,0.820172051,0.820122314,3.20771572,0,0.820122314,0.820224536,0,0.820172051,1.476264929,0,1.476264929,0,0,0,0,0,0,0,0,0,0,0,0,7430.005171,3044414578,0,0,3530,0,0.783623403,30.7,0,0,122,0.555737266,0,0,5.485917776,4.802256742,35.1,0,0
Ajmer,3903.045476,0,0,1.613033242,386.3059399,1286.755483,648.5549075,490.4167145,281.3685094,225.4882358,198.4868164,132.0572171,92.49899112,92.04025628,75.28110293,61.61564833,54.44890783,48.83409969,26.86749675,32.48003669,32.68998206,22.10141423,14.96226587,18.19758984,16.18030021,19.89884252,17.91822814,16.80265405,15.35793076,8.275843967,13.0361971,10.77918167,11.02343925,9.013232969,11.41176926,9.970546818,11.22225993,8.350017292,10.7878236,11.66686585,8.604770248,6.985692252,8.266710225,3.868809195,8.364674962,8.80818506,6.668203192,9.074750493,10.1630677,4.752010934,4.575784777,5.466418196,6.112093987,6.178019163,4.4972323,5.377782884,7.163081531,8.779741911,6.340991008,6.025732843,8.515083905,14.21423618,14.61926478,20.80226818,50755.32807,48417767157,0,0,0,0,0,11,0.420080139,232,5.876576257,0,1500,0.403731411,6570,66.1,122,0,22.3
Akola,445.4362164,0,0,0,1088.964598,1985.741466,948.7587994,358.7931445,134.9691815,73.81288157,54.5568502,46.64807045,25.97977229,27.64700734,26.5749045,11.23114903,13.57395651,8.629578313,15.3436757,8.134184165,10.2161845,9.71717128,5.691326203,4.521629338,7.962270044,4.865212755,4.856328448,2.603877302,3.357990072,3.099265941,2.343744186,1.591572322,3.849499881,5.700884995,3.946818361,4.028245863,1.589420716,0,3.350839067,3.099218008,0,1.591579028,2.345605798,0.837776391,0.930862656,1.591526322,0.754040153,0.753756636,3.267144055,2.429130146,0.753918117,1.507635483,0.753795932,4.867675381,0.837776391,0.837776391,0.753957352,1.591393052,1.591565645,2.43841675,1.507875469,4.020592595,2.429197636,7.213063325,55259.42565,32111387252,2.171907639,0,0,0,0,5.007926519,4.661451346,0,38,0.463718599,0.417075072,0.186452871,4860,137,361,0,1.920504657
Alappuzha,0,0,0,0,17.23208359,54.8536914,65.70201124,89.68451073,120.8059424,88.31825097,81.51165195,134.2860163,162.5734411,119.1599224,94.3781356,79.86879781,75.62301464,51.65718615,35.94629366,37.79850102,22.69865745,19.0563759,15.05047402,12.02395141,7.175326542,3.129605137,5.028950371,5.687047195,3.351681633,1.085099048,2.446520793,0,2.380006444,2.557918946,1.587683092,0.793860829,0.793804034,0.88202591,0.793842592,1.675886739,2.469729331,0,0.793842592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121545.0799,17617892121,107,0.186153278,320,1.712729277,10.8,65.5,0.249957168,0,257,6.466678204,0,241,245,8.934483979,156,0.100029469,0.725710967
Aligarh,1382.565238,0,0,0,104.6816506,849.944739,522.4489934,248.5072922,142.4860759,74.66407601,61.49051933,41.3785913,35.70660154,29.66768239,26.97888996,17.06595316,16.57002773,9.755118977,4.603667073,8.959759334,7.525725093,3.813174257,4.436641664,4.516015605,4.602974104,4.515490266,8.158422814,6.109076935,2.29737172,3.809534402,3.00961156,2.297851189,3.010089415,4.516602775,4.516691638,1.425755039,3.009310698,4.851187138,4.595299687,2.306366558,1.505674187,0.791638198,2.384731891,2.305883818,4.770993113,3.010801737,6.021965619,1.673090536,1.426185633,3.890661878,0.792415537,2.297069752,1.584950028,0.713336186,0.792177158,4.35800359,3.724833709,2.852591432,3.803933556,1.426400112,3.882435329,7.290785364,10.17854073,11.41084148,50413.7733,21441818214,0,0,0,0,0,0,0.229001912,3.402662359,0,0,1.800020754,0,3640,92.3,7.54686929,0,0.228473853
Alirajpur,3061.116912,0,0,0,97.96679519,106.207973,19.07374361,15.27352634,3.976514355,1.491593449,0.828832219,3.811887791,3.149008638,3.231847079,1.574563315,0.920924688,1.574494621,0.828735947,0,0.828637012,2.237408921,1.49163561,0.920762764,1.491766866,0.828782793,0.828590107,0.745731097,0.828686487,0.745862353,0,0.745773311,0,0,1.491635663,0.828686487,0,0.745862353,0.828686487,0,0.828735947,1.574410322,0,0,0.828686487,0,0.920762764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5440.083804,1973947230,0.710607347,0,0.616478379,0,4.679803741,74.6,10.2,14.2,74.4,2.409065214,8.987346153,2.376619009,2560,2.31005298,585,0,5.219601732
Allahabad,928.9669171,0,0,0,662.8081021,1121.598864,651.4273432,431.7043593,336.0079644,191.8226596,152.2742946,117.5016634,116.2279552,69.02027553,47.08287669,31.38107354,26.84487509,21.46847713,9.804812471,15.40140213,10.38336692,13.9334184,12.95375553,7.529790327,5.423027197,9.826043478,9.568273916,5.436751227,3.895804593,6.8845304,7.697083988,6.760663424,8.417758562,4.531494146,3.8858335,0.809797578,3.98727576,5.595017195,3.803125983,3.639868237,3.802704222,4.055262054,2.670690521,2.184977109,4.051164934,3.074792373,4.029540286,2.994154954,4.702069062,1.538514721,3.966102917,7.930298669,2.436921839,1.538262527,3.074167043,6.069974785,4.613058425,6.878651263,6.331960599,3.894503896,5.987839482,7.079437508,12.22973193,45.47722722,67714.851,39241361074,0,0,0,0,2.784964914,0.234906598,0.387640388,50.1,3.72679654,0,52.3,0,5000,93.9,7.186120146,0,2.483698983
Almora,1540.907853,0,0,0,379.8801537,646.9235593,250.9310979,107.6575002,51.45885446,23.0329328,14.7324455,16.70952897,12.88771622,11.47212484,9.051033032,5.388223197,5.145970667,1.403618124,4.366086509,1.403563157,0.779696035,2.26177461,2.270498164,1.403563184,1.482017237,0,0,2.885338274,0.701953075,1.403734667,0.779757324,1.559831093,1.403789801,0.701836726,0.779883231,0,1.559701815,0.866536924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825.59147,9259922498,0,0,1.056649383,0,0.173373872,1230,35,6.586273163,805,5.0005981,218,0,548,2.677388766,249,0,0
Alwar,1282.620628,0,0,0.717425921,42.47787556,695.10386,1067.80698,1185.184102,1117.142098,723.6010621,479.0685038,328.4935834,197.6224875,167.9994265,130.7378437,104.8010868,83.41344388,54.39389974,46.0435429,42.85800005,44.52432962,27.94545869,25.82967667,24.39579154,20.80476697,22.29428988,9.112016794,16.48937561,21.29277229,12.52576342,10.26168021,15.23519116,12.47989163,17.47007361,11.10312045,8.004789083,8.240996221,7.155803193,11.12999685,7.544584657,10.15332658,6.243083324,10.94109463,6.497858359,5.481348769,13.46046801,9.045370992,6.734484918,6.510397173,5.318052893,3.568468605,11.98090641,14.30714203,10.39147805,9.34140594,6.734634925,4.867991512,11.69607356,11.25422168,10.07445687,6.769302144,9.860764499,13.3734357,18.57449058,79461.70721,74767890452,0,0,0,0,5.466191341,62.5,0.627216379,1.160260565,42.8,0,1.718586757,0,8090,40.9,58.8,0,0.379853587
Ambala,0,0,0,0,0,0.046786042,1.481416944,5.926846802,22.68358598,51.51005892,121.7119617,157.2847196,156.5650002,146.4718261,129.8868355,120.0995046,93.39164508,60.73059241,45.39803515,32.1502394,28.03403228,22.14604957,25.21728185,19.62654825,20.05151986,21.66984756,24.36895673,11.79793339,9.53140905,11.18092327,10.49227036,8.718482844,7.44257876,6.667420563,5.966246144,10.48765252,2.984362648,4.413821386,3.357549576,5.366079187,3.245100286,1.421884952,3.072864289,3.291507657,3.27058454,2.167264055,5.413195383,5.031056382,4.334701992,3.018256934,2.864043519,2.941057562,3.638700325,1.470492754,4.57512848,7.362286206,4.257163055,2.941038385,4.669735362,9.606860037,11.9978545,8.213781257,5.195422369,3.561150375,156905.8626,27584347836,0,0,0,0,0,0,0,0,0,0,0,0,1440,65.4,3.843714966,0,0
Ambedkar Nagar,1017.485732,0,0,0,232.1043086,473.5496389,223.455304,102.7487133,65.28770596,25.76639404,21.40307879,17.89458911,12.2864533,12.75971326,7.722425664,14.51972523,7.385393791,6.253459482,8.421995547,9.323127672,3.138448326,8.423581493,3.608092822,2.497252285,2.325325518,6.014754467,2.043527102,3.931242346,3.320191168,1.52324999,4.943214108,2.246503588,0.721481555,1.443780202,1.44337268,1.603630582,2.413927092,0.721481555,1.523010754,0,0.721376279,0,0.721376279,1.603175449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35772.97262,9286145196,0,0,0,0,0,0,0,19,0,0,16.8,0,2250,18.6,1.124310826,0,5.384444933
Amravati,4033.278712,0,0,0.748864723,1958.596234,3121.199999,1405.535369,599.9967091,284.7292869,159.3785394,91.92865263,74.27353725,66.10023654,41.32758358,34.45652028,30.01092623,26.59831151,19.99466863,18.44424952,11.79443513,11.78185168,13.63982441,13.03935976,8.437226678,6.928725215,8.950114184,6.346133295,4.101654947,6.269277406,10.45371526,5.873362854,0.836557207,3.927542234,5.610040387,6.270627399,4.681116888,4.681615852,4.100287412,7.017912308,0.83435998,5.608317622,5.610643893,3.924210839,7.275288034,1.504817499,4.849195453,3.091646023,3.926698049,2.435249784,2.425815157,2.258871653,4.20179061,2.341638677,1.682191062,3.355107765,1.589498278,3.178175257,1.765874046,2.341892521,3.345778037,2.509262687,4.767864405,4.860263792,16.48692583,40846.0168,53744885681,31.9,0.417113237,0.008250688,0,50.4,1180,8.32232514,2.595812381,2110,4.679212246,1.159602645,7.999030767,7800,202,806,0,3.565945856
Amreli,351.024729,0,0,24.32425929,1920.217478,2897.266627,1241.678789,449.6700692,235.3179341,157.6208638,97.53353948,73.45266652,61.97279339,48.03145649,44.94977984,39.76826269,25.68032158,23.274235,20.17652812,21.02742161,14.56850272,12.61618955,11.19381622,11.65614126,12.38088084,6.411513009,5.431082562,5.023614653,7.949786843,8.291916642,3.256642452,5.461637419,6.939372337,3.175701277,5.546658182,3.352559754,3.66481755,4.646747609,3.259684436,3.232594713,1.585863308,1.67476568,1.798834131,3.628743147,0.836603666,2.324927384,0.929559629,2.51453344,1.594380945,0.833460504,2.418606979,1.208428365,0.836557207,4.677149514,2.51529008,1.671185994,1.58936814,2.740026028,0.752861848,0.785251693,2.354707976,0,0,0,55952.91803,47768717181,16.7,0,0.923679963,0.649344652,0.730679638,14.3,7.875405958,21,37,1.376160188,50.4,3.368857258,6380,200,1120,0.066444097,51.2
Amritsar,0,0,0,0,0,4.018081593,17.18302227,43.14579936,59.26003714,80.22940961,113.1164373,146.5366462,213.4816706,280.6013435,284.8652901,250.4772561,161.5942673,147.4327529,111.6545979,77.84568307,72.67211743,49.11735738,53.40423921,39.58040558,24.39426731,19.92316529,20.2388138,22.63990946,27.97307213,20.46826685,12.97161222,12.69105426,11.64153573,18.87339315,8.753135235,8.126653139,6.495278225,10.86074134,11.09386261,7.344005542,3.59129025,3.513649386,9.718875102,8.033624945,4.355495854,8.422409352,5.042406528,2.827226925,7.029969262,4.430773195,7.875470666,8.783675742,4.28561855,6.119084596,4.429645962,8.956063636,4.354298701,5.279914855,4.600497083,9.716592881,10.16062696,8.489544632,18.18888943,50.92162733,160314.018,50271876458,0,0,0,0,0,0.870769747,0,0.373508372,0,0,1.222005002,0,2550,99,13.3,0,0
Anand,260.8292388,0,0,0.920762764,171.5868246,205.1824093,284.3292148,310.6812727,329.7143542,231.172307,209.9112244,191.9050553,181.4738525,129.9249863,91.95248783,47.00851988,28.41581207,27.07738758,23.53472519,15.3487232,16.2562944,14.54499124,11.86942052,10.72912275,7.367249701,5.378793379,9.122779997,7.733124456,7.861872184,3.31992344,3.807440937,2.318151023,7.531797779,3.806503761,1.491504407,1.746787433,3.889141228,2.573821055,3.063004014,1.654704009,4.154342889,2.233653891,3.887598472,0.827083564,1.571819131,0,1.489058358,0,3.143520419,2.48202975,1.571783933,2.316409834,3.060531789,1.489015775,0,1.571791283,2.490974751,0.919198203,3.143510486,3.888128112,2.316336829,1.571783933,4.715301804,0.919198203,87931.23844,27883107432,71.9,0,0,0,0,0,1.573660666,87.6,0,0,89.3,6.642850292,2440,66.2,122,0.679486271,27.1
Anantapur,3903.150381,0,0,0,161.6462307,4376.921134,4647.121846,2621.377486,1266.083035,671.6202872,379.0914244,220.5004261,145.7386176,105.7894238,86.59889517,75.98005358,61.4819042,53.35509468,35.67345273,32.15711565,26.12520781,31.72188992,29.61368213,14.48311121,23.83526176,17.51708001,15.7984071,10.39215477,10.74209098,8.049238795,17.9851337,13.51792545,8.148714042,12.30672801,7.714223926,9.089726653,6.598869851,7.975477344,5.864689126,5.623269393,3.376884268,4.938096674,7.272465581,4.073352926,3.562580371,7.275124942,6.872248272,6.493115473,4.915107682,4.347312684,4.937595652,0.959568799,2.359866384,5.727511616,3.468659139,5.027142528,4.844569625,1.647712297,2.423660258,0.778927263,2.519760539,3.375634695,3.98151,1.644494221,56167.40422,1.12E+11,4.635588359,0,0,0,0.413890926,40.1,6.716568909,273,39.4,1.107544656,24.8,0.461627196,16600,94.5,2130,0,4.727225772
Anantnag,2821.820553,0,0,2.828302482,62.03055438,90.17839804,55.93322064,49.50213577,14.47307344,15.68175219,13.0107688,6.94366376,2.873605395,2.090478345,2.164997263,2.845339717,1.49307392,0.746573396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5334.509023,2024252207,4.507365832,540,0,0.810911914,0.356464256,252,3.593174534,30.8,22.9,3.199544664,1300,0,619,25.1,118,122,99.6
Anjaw,6513.009318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,653,275,1.884283912,3.020089652,3930,6.266664025,58.9,79.2,5.653394356,1410,10.7,3.488674796,1.325143349,2.223536933,53,1.646184223
Anugul,4049.847982,0,0,0,205.7892462,612.7010187,314.1581801,169.8377518,130.3310413,78.87092356,54.93169085,45.4484673,37.12045793,37.75510874,44.05801411,22.33841717,24.4899812,22.18273765,20.4045404,20.58025507,18.84519069,22.82550415,20.09625835,13.96615025,19.12426773,16.18079223,16.66125375,10.28985591,13.46797205,11.50434857,7.106588567,12.63083319,12.41438742,13.81244414,10.2136576,13.24497044,7.350229169,10.54929608,15.32462129,8.876703152,8.997589154,7.120537055,9.646818307,7.929489984,8.673673084,8.698445141,7.025442099,8.309281076,14.31279669,6.521578125,4.851055708,8.970480034,6.282793706,7.863103853,12.65748796,8.373820577,8.875521205,7.956149446,9.281334141,8.699589812,7.977527478,9.463325055,3.272375223,0.836650127,44897.5127,30727091091,83.2,0,30.5,0.231679351,390,535,19.2,29.2,2160,19,32.8,4.479679672,500,8.661532227,2540,0,3.782761445
Anuppur,2820.335646,0,0,0,228.2385895,217.8884186,76.71525871,57.30695482,50.47332715,31.42420159,28.86102039,26.6400173,21.95523367,24.39586517,17.67368138,17.73383561,15.36438031,18.84983743,13.41400016,14.10169114,15.08170398,14.25614127,12.18725996,5.54633886,5.881294688,11.11827263,2.387957073,5.764964222,1.564883517,4.218390523,5.444251431,4.250075592,1.718928754,1.476780678,3.046781688,1.935847744,1.640196395,1.967072578,0,0.399513854,0,0,0.675320975,0.233946632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21448.00121,8857496122,0,0,0.183564815,0,66.9,101,1.507918969,15.4,1570,0.458112827,13.4,1.079866985,1810,4.571344714,197,0,0
Araria,2125.103943,0,0,0,55.45783855,382.4248672,102.8850862,42.98068273,30.76560205,15.91052041,10.70371798,4.959402513,7.684373217,4.743865063,5.303731301,3.884645711,3.143599336,5.398705243,0,3.146100601,1.52787223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13126.11786,4121854677,0,0,0,0,0,0.241136335,0,0.42008034,0.242114102,0,0,0,2560,10.8,238,0,0
Ariyalur,0,0,0,0,0,25.54962027,338.3252747,578.1915678,336.7074252,217.6418482,111.6647766,69.03282312,44.80906912,37.13979867,26.25746531,25.87776907,8.826582024,13.34466551,10.53056963,11.80731505,5.934986704,5.970808664,8.659397543,14.2649064,7.247942359,3.177722671,5.704209131,3.678864512,2.316210623,3.334465213,6.053784428,4.109756622,1.436419992,3.333928236,6.4059967,2.544827045,0,2.554427051,1.667321604,0.877503261,0.789818344,0.975003623,0,0,1.57943918,0.789730313,0.789708867,0.877478125,0.877454297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89810.70789,17977284368,0,0,0,0,0,0,1.008340149,2.82346352,0,0,3.351979091,0.41951281,1480,5.998080657,457,0,0
Arwal,636.0067686,0,0,0,0,10.63867381,4.17762124,4.053812792,2.39503877,5.029101302,1.375977961,1.459105049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721.678944,200867943.1,0,0,0,0,0,0.468598098,0.405470864,16.6,0.414652051,0,3.413009528,0,622,18.5,2.830523533,0,0.002931335
Ashoknagar,4171.513006,0,0,0,111.2612108,170.6404281,70.8732633,45.71469065,28.47116221,23.55302771,18.75984881,8.886598339,11.63900907,7.006466602,6.566802513,3.189206516,3.329644583,3.604045407,7.062551576,0.733323762,4.150907906,2.451842207,0.732699976,1.547467102,2.363295411,0.814059424,2.283928317,1.547420897,2.280744659,0.733370045,1.465977243,0,0.732653481,1.629714058,2.932005419,0,0,1.548279923,0,0.733467735,0,0,0.81496415,0.733370045,0.814909878,0,0,0.733370045,0.814855605,0.814909878,0,0.90545542,0,0,0,0,0,0,0,0,0,0,0,0,8450.425132,4412388621,58.7,0.181017383,0.352985426,0,9.61951773,6.178622087,3.350781992,12.7,438,0.641435123,29.1,2.035711093,3850,12.5,297,0,0.88600703
Auraiya,1050.777828,0,0,0,113.5102506,311.6455404,180.4409294,98.0121791,57.44964296,36.37634748,18.62373589,10.59524732,8.595951191,12.11648077,9.862170253,8.507865069,5.210477164,4.571338953,3.125951018,4.570756357,2.244833394,6.263892069,4.737368684,3.93488329,3.93477789,1.611787854,0.72096576,3.765304385,0,0,3.045149974,0.721171143,0.721326428,3.045158577,1.442342276,2.243798867,2.964667834,0,3.213931739,0.721121212,1.442242424,0.801415283,0,0.721015743,1.442186886,5.368712892,0,2.412811094,0.721171143,2.96487878,1.522358341,2.323823604,0.721171143,0.721121212,0.801187198,0.801356738,1.52230841,2.332550274,0.801245791,0,0,0,0,0,36777.88114,8291718539,0,0,0,0,0,0,0,2.857816611,0,0,1.66987901,0,1970,35,0.44320815,0,0
Aurangabad,2742.73188,0,0,0,102.7077993,222.1527662,85.07722474,38.3529952,18.11812091,10.98992315,14.40007967,8.104238165,4.635504568,5.520867107,6.918093157,2.278817548,3.264327787,2.199661175,0.732462161,0.813685801,0.904213574,2.278426658,1.54610138,0.813792217,0.813792217,0.732363812,0.732363812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184.829178,3329776014,0,0,0,0,21.2,30.7,1.195905704,24.9,64.2,0,17.5,0,3050,60.2,6.130970467,0,0
Aurangabad,1270.118919,0,0,4.882231932,1870.30891,3026.266564,1615.752949,747.234122,372.5134202,213.7058443,123.9566248,101.5266924,72.13500868,61.94634662,62.64297995,41.1574391,31.19978268,29.50512528,24.6227669,25.34952113,23.7141494,20.99071895,15.99988299,18.37068255,16.08647263,15.26704393,16.10691681,14.59995007,15.1754154,16.00635045,7.503230166,9.600204265,6.144788145,4.207593771,5.560900503,3.96487502,7.245370814,10.19209775,8.004231722,8.093439649,8.002710811,5.912404273,3.115922021,3.199503067,3.115867104,4.716110429,6.5803178,5.737909779,7.177186084,7.328193509,1.601616788,6.661816609,5.651784562,6.493877883,4.631722567,5.7259556,1.515457644,8.683131461,4.135748012,6.576984211,7.074072896,11.11589295,11.38625107,41.97042215,61213.15656,66245833196,97.7,0,0.266377888,0,1.143962799,13.7,10.4,0.607908325,17.3,0.4592821,2.122939406,6.691407542,9430,140,389,0,8.849266302
Azamgarh,2650.748637,0,0,0,602.0501478,541.2172757,217.6375172,59.58845076,41.99261985,27.21223785,10.20272769,9.336523202,7.996188823,10.12553057,3.059161453,7.898483457,2.415119914,7.803949492,5.484560589,3.48361866,5.393572282,2.254479332,3.590660054,2.979044831,1.449322093,2.173502136,3.060009855,2.173708617,1.529698983,3.704068374,1.449474416,2.424079296,0.804928232,0.724533354,1.529957587,0.724484391,0,1.529940683,0,2.334954186,1.700058213,2.173806563,2.334977763,0,2.978838288,0.805263574,0,0.724636679,0,0.805263574,1.449218953,0.894737305,1.610300635,1.529780071,0,1.529731151,1.529842899,1.619235013,0.805151865,0,0,0,0,0,22017.99833,10509343952,0,0,0,0,0,0,0,16.4,0,0,18.4,0.232384234,4210,27.4,0.232180684,0,2.124100968
Badgam,958.1220562,0,0,0,33.22441519,65.97250353,27.73163096,17.39372132,13.70819319,12.59954448,12.34484848,7.890221953,13.7523695,3.422784691,8.007718436,8.723358215,5.626806784,5.589254344,4.652528127,6.299484716,6.708332769,4.906874424,2.971482554,4.826507663,3.497352911,5.067638849,3.478215587,2.748989258,0,2.836175621,2.533197713,1.80996151,2.83061089,3.572167849,2.083747122,2.15801855,1.413936853,2.497784306,4.451129042,3.497268914,0,1.175983693,0.744074805,1.339334648,1.575840361,0,0,2.083071516,1.4961406,2.111683906,0.743784785,1.473065469,0.743858262,0.717722012,0.375297566,0.707358747,0.430951162,0,0.054054742,0,0,0,0,0,29563.89811,4587160749,1.251553633,114,0,0.223345523,0,59.4,0.190522133,3.188629286,10.6,0,452,1.446038506,554,45.3,35.4,6.439542462,1.118049011
Bagalkot,595.8742675,0,0,0,411.1367788,1113.814798,962.0441386,649.2950972,537.3259835,444.6827099,365.6556423,290.1694617,205.9099097,172.1434762,141.9314612,119.0568771,80.59195099,77.22592817,57.40895846,55.61349764,46.83384028,37.50052761,19.12089509,27.93821622,18.39958919,18.64278263,14.4908324,8.33807536,11.52006337,5.496497921,9.281742135,3.446399628,6.632986178,4.037873847,4.897107373,5.765997859,6.61379045,5.754307016,4.217065326,4.725647475,2.321370826,4.208758913,1.727946435,2.405197664,3.092872922,1.546971029,0.773612429,0.859496982,2.492512299,2.406662042,1.633116649,0.773547284,0.859496982,0.859533196,0.955036885,0,0,0,0,0,0,0,0,0,78106.3463,53751318820,145,0.181203146,0.006702453,0,0,1.335853276,42.6,275,19.3,0.229021442,7.74318091,13.2,5310,74.5,674,0,6.792637811
