DISTRICT,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated
Dima Hasao,4547.205938,0,0,0,69.96980714,112.493463,71.59740764,32.74145502,22.76273434,8.592282698,8.770961578,5.263388086,8.434026878,4.69749148,5.429728335,3.895790447,2.439786907,0.808811689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137.223149,2255675632,4.798937561,0,3190,0,0.359945454,235,3.228069287,0.188777156,1320,5.37207776,0,9.987100156,21.2,5.476342187,114,0,0.233644613
Dimapur,283.2463089,0,0,0,59.90388357,122.0494916,116.5283902,72.44701566,17.705953,11.10272873,7.445412706,3.715945516,3.384752275,7.443434782,4.27617354,4.685809128,1.451030036,3.083025767,4.637442418,3.792935146,4.480519384,4.372253336,4.575449038,3.002129928,2.77769581,2.55755414,4.041004992,0.538222428,1.860779327,3.731778663,2.051712089,0.056762536,2.711407099,2.17717193,3.225240848,1.612759948,2.177274604,1.612591752,0.89374602,3.960336586,2.291346448,2.508614414,1.612591924,3.063964804,2.498981241,1.585310981,2.346903001,1.451284119,0.806268973,1.451235472,0.725590723,2.257712789,1.531859695,1.531811048,2.427554351,2.338128668,1.531802637,0,0,0,0,0,0,0,65290.35278,5906910903,0,0.091836562,197,0,0.224114307,62.7,0,0.188119515,312,1.715674559,0.878279811,0,56,5.562699657,175,0,0
Dindigul,890.4410041,0,0,0,441.7005749,702.1864038,885.0235908,825.5728234,550.4986303,406.9109226,312.0240252,238.7403796,148.2755752,124.4501156,80.52655292,71.76883163,62.79643479,47.14227708,34.82697594,26.62671695,27.89836278,16.81974765,11.79886357,12.94083398,20.44177232,11.01401867,9.607349841,7.660812975,8.72860453,5.199011376,4.223644367,3.341433173,9.245957581,6.694799056,5.893830505,3.343367197,1.671608382,1.671308385,4.046445237,1.671143171,2.550845707,4.04633989,2.375063183,2.375165312,0.791859182,0.879820242,3.254956866,0.977298818,4.92634285,1.759663777,0.879568937,0.879729346,2.550934244,3.440554652,0.87954543,2.463454723,2.463188581,1.769375389,0.791777452,2.463327519,3.167229164,1.759571758,0,0,73398.85279,45587935361,0,0,795,0,35.8,248,0.846916504,0,295,6.396239966,2.476985333,0.5962177,1600,37.6,3050,0,0
Dindori,5604.325682,0,0,0,18.81421839,37.80230335,11.81149912,8.496368864,8.572794402,2.309724396,3.052226518,0.742514414,1.649981231,3.052325522,0.824914385,1.741593233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.5347991,619824472,0,0,1.341599586,0,498,550,0.94825511,0.237865792,2880,0.606312328,0.237705885,0,1580,1.47489188,195,0,0
Diu,0,0,0,0,0.804057266,0.255419838,0,0,0,0.019052842,0,0.106630874,0.547814793,0.680356788,2.851414888,0.752255575,4.276986116,4.899903318,3.659297747,0.693456755,4.657643056,1.988715896,1.591393052,0,0,0.200118038,0.405954766,0.201479771,0,0.862942483,0,0.243186679,0.930663467,0,0,0,0.271984355,0,0,0.763503801,0,0.89193375,0,0.349493363,0,0,0,0,0.299342389,1.307614645,0,0,0.813689083,0.328672688,0,0,0,0,0,0,0,0,0,0,205108.4396,785841214.5,1.037703324,0,0.007371584,0.100697777,0,0.162849562,1.563214105,2.478953064,0.397852658,0,2.326494815,0.660095828,16.6,0.372250293,7.200528632,0,2.724184278
Doda,1893.966065,0,0,0.677496788,36.68049486,22.24512072,20.89149569,17.67246896,10.3948019,8.162904062,12.23437987,9.346347702,7.145267857,4.059385679,6.605024825,4.071186526,2.736866468,2.855777957,8.299882908,3.607323337,1.981831727,1.427618355,4.441185419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6670.865221,1660465703,1.349512412,682,0,1.336386001,0.192414888,522,47.9,38.6,102,6.917999412,336,17.6,230,0,91.2,0,3.791991802
Dohad,1076.434237,0,0,0,152.8719994,1281.489126,559.9534105,228.1624676,99.13584757,71.12581164,40.72487089,21.0501166,11.90447873,10.06771735,2.971882934,0,1.568648312,0.742913235,0.82565891,3.136929557,2.394281618,1.486051857,2.311285605,1.568579536,1.486186022,1.568797436,0.742913235,0.82565891,0,0.82545915,1.651019572,0,0.743047497,0.917398789,2.311511008,1.660403149,0.742913235,0,1.568572146,0.82565891,0,0.917233096,0.917233096,0.82560833,0.82560833,0.8255604,1.651070187,0.825509786,0.743047497,0.743047497,0,0,0,0.74300436,0.74300436,0,0,0,0,0,0,0,0,0,39772.20438,15592068695,0,0,0,0,2.078892794,55.3,1.751226097,11.5,31.5,0,10.3,0,2940,17.2,525,0,0.847673094
Dumka,3438.296846,0,0,0,10.49128712,154.2931115,41.21938639,26.08391335,15.37420411,10.37890973,10.86823099,7.109959813,7.850204982,3.75473119,4.908070083,5.551158178,2.458659687,3.276032381,1.47038908,0,0,0.735265644,3.194669978,0.735219949,0,2.287071476,0.816803818,0.735219949,1.551734119,2.287200832,0,0,1.551935145,0,0.816911055,1.470297647,0.735123437,0,1.551935145,0,1.551876435,0,0.816857446,0,1.642742821,0,0.816803818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730.32188,2794369943,19.9,0,0,0,18.9,142,4.151247034,3.670322645,226,0.236068318,3.568328266,0.699637565,2860,6.58602099,481,0,1.489846382
Dungarpur,1980.185363,0,0,0,26.13485832,994.5535655,433.3577165,149.9953091,51.08467224,32.1347344,12.68089102,13.95332004,7.226806029,8.041834734,5.431403063,6.984183475,8.789286316,5.496026865,2.378431553,5.592638935,5.504610698,3.773231552,2.296756828,2.296575073,3.85272828,2.378412947,0.738433046,1.556871671,1.475018631,2.469759082,2.378565992,0,1.557011584,1.638959531,0,1.557003784,0.819507529,1.648107065,0,0,0.737461854,1.556969384,0.910505342,0,0,0,0.737556776,0,1.557011584,0.819454808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28111.79121,11680208368,3.173350107,0,0,0,0.237053375,1.046570798,11.5,12.5,56,0,7.179535885,2.522072688,3400,7.115524134,286,0,2.711426387
Durg,1294.580889,0,0,0,15.93675164,873.6144473,2079.251969,1550.784112,806.8467822,421.998207,228.7991522,191.5908047,171.6569439,116.3212908,89.48514968,76.35452395,58.43985528,42.78161783,39.09671629,27.60948716,30.89334122,21.03381558,17.29360845,18.45363794,19.29330564,15.9496472,13.81028761,19.06119065,12.02143878,15.82511025,18.67370278,13.56912268,10.00624251,7.103814664,9.282515769,10.88016625,7.099932639,8.404309731,8.015180654,8.108899148,7.635679967,6.931654884,8.018727823,2.626843365,4.675347318,5.142255747,5.430592938,4.855936273,3.352393021,6.358350977,7.37333436,7.273543023,3.181798994,6.851410658,3.339879646,3.840450192,6.43864226,6.354517531,7.281981577,7.097350667,7.931744308,9.528205615,16.11409918,81.40805627,77595.9703,71922199208,27.5,0,0.223253771,0,29.6,255,20.3,5.039318913,2780,0.694995498,4.60138903,14.2,4200,107,1150,0,6.368628916
East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.26368322,550965.3002,4111612043,0,0,0,0,0,0,0,0,0.126318574,0,0.236160642,0,1.448562831,63.2,0.227440611,0,0
East,503.1606565,0,0,0,38.34230244,76.94524531,50.15402804,50.35559911,47.6941048,37.3408472,28.7365874,16.32789201,19.61014957,8.780919771,11.79807999,6.47709774,10.24025495,6.024531608,3.913029497,4.02136544,1.603042224,3.058842367,2.690510115,2.946818988,2.230071014,1.513403947,0.885063125,2.309783915,0.796379968,2.150439117,1.681363447,0,0.79643999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37204.73783,3961592436,0,96,3.060691169,0,0.920793386,559,1.240999304,0,44.3,0.051494169,157,0.937381382,3.279755773,0,76,0,0
East Garo Hills,2689.663738,0,0,0,23.3776506,131.9569332,48.29012425,13.25569715,6.150851478,4.781089091,4.86167358,1.536750519,2.183743617,3.244251095,1.53674221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234.401773,1383478078,0,0,354,0,1.380440294,89.6,0.422316802,0,2340,2.475175062,0,0,32.8,0,115,0,0
East Godavari,4069.465881,0,0,0,429.8400153,641.7891171,703.5764015,766.8886406,868.8303167,609.8942813,478.8529422,385.8002295,304.5471233,235.3345626,191.0035921,150.8806584,154.3964314,97.08645136,76.09303926,74.91286213,57.66507959,46.76774765,26.85504653,40.64911552,39.66231788,22.45334294,21.08912573,27.95238211,21.53953817,11.12699984,15.33646631,16.95266951,13.16439891,10.32279788,12.48425847,10.68815316,7.691337722,12.34731589,11.502279,9.053443388,10.62748743,4.182153008,7.426287054,9.316131849,10.01966113,6.501535033,4.200324094,9.408121363,1.665119082,6.045187104,4.219626212,9.578396726,3.189693753,4.894281557,3.519161194,5.744385519,5.668150346,4.108866704,7.550990604,3.437478908,4.974189424,5.55991452,14.33590151,22.86458591,65597.61553,74872273823,182,0.219147547,177,0,16.3,333,16.5,63.2,3490,16.1,51.9,607,2970,184,2700,0.784145959,36.6
East Kameng,5985.059944,0,0,0,9.085923219,6.882417446,2.544928747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6749465,86025352.59,3.819072512,889,2230,0.609044165,1.228526725,2430,0.308820378,32.9,58.9,1.473704551,117,4.731590761,10.2,0,15.6,147,52.1
East Khasi Hills,2121.559014,0,0,0,37.46749786,198.9695834,136.3964209,64.95646709,37.58888203,22.39388618,18.93030788,15.20028237,16.78430573,13.12115352,9.400259352,10.30452016,5.588053352,5.426439421,7.437644895,5.335983115,3.072142345,3.880700482,3.161321838,2.99087579,1.616799385,2.182457487,2.263379837,0,0,1.535820882,2.344360062,2.183050415,3.071349353,0.808153379,3.637726734,1.455418538,0.80853918,0.898129678,1.625862954,2.990799142,0.727434272,0.898314268,0.898314268,0.727685262,2.344067642,2.263444518,0.727685262,1.455119534,0.80831671,4.769823592,1.535917113,0.727434272,0.808260303,1.45511964,2.425282392,0,3.152818169,0.898314268,1.535900572,3.161566027,2.910239279,3.071919239,0,0,23902.38977,7451717362,0,0.165743966,1030,0,1.784275362,652,11.8,0.96655757,661,3.748638143,99.2,5.627666496,80.9,33.3,223,0,0
East Nimar,5776.262251,0,0,2.586860285,655.4675724,448.5726304,186.1978226,87.74540378,46.91314741,38.33338446,29.11003369,23.56555125,7.062555725,14.00142158,12.63578831,9.699947283,8.091444647,10.21517318,3.987148104,5.557637767,4.563241312,4.740325615,5.724889616,2.324815128,5.513486113,2.409763711,3.245596386,3.156512969,2.497290159,2.50219817,3.905160659,0,0.746856158,2.325101449,2.409698982,0.748356627,2.500674908,0.74822814,2.492903927,0.748186796,2.243529114,2.325041719,2.243399634,0.748356627,0,1.751939287,1.579505458,0.748356627,0.74822814,1.579728393,0.746856158,2.326473967,3.904743182,0.831507363,0.748315336,0.8313646,0.831413057,0.748315336,0,0.831413057,1.57977682,0.923792285,0,0,14596.91746,11776707144,407,0,5.021859829,0,45.6,210,141,11,2010,1.240157033,29.3,17.9,2970,52.1,1520,0,24.4
East Siang,3680.045909,0,0,0,27.15679824,12.87007069,5.372657782,3.639884423,2.136016802,3.797835988,2.2153604,2.37359166,0.879130811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.4716921,340774024.4,3.080701974,26.9,1810,0,0.448781571,1090,16,15.7,163,21.7,37.2,88.1,131,4.324944201,320,0.39597354,11.4
Ernakulam,161.2861419,0,0,0,58.10052899,109.5288104,106.0653891,144.5372475,155.7736027,129.7414139,113.7616451,149.7304408,121.9118875,99.72560118,78.48657873,72.62773631,55.98838961,52.83551664,49.67537107,47.31016253,61.99156231,39.1508935,46.35520004,29.86121829,32.06854533,22.90371056,22.65998151,16.09324478,17.88510863,11.60751065,17.60669414,10.12812138,15.4726155,10.21201793,17.99351647,11.21252177,5.635325864,7.94521455,9.944032544,8.560910489,7.495163498,8.700762419,12.41618735,8.463841155,9.19671032,5.724478816,4.843874029,11.12672577,9.204459405,8.121197988,9.334300229,5.701689066,8.474890414,6.603477956,5.908030242,9.168674161,9.619943771,7.921297537,10.81252443,10.93193891,26.68239749,33.71391915,49.54050958,8.553501527,173360.7221,42711879790,55.8,0,427,0.225050845,6.409597677,19.1,0.919974991,0.234900176,592,8.204305213,7.523405201,155,473,48.2,614,0.13489511,2.750233627
Erode,1906.047011,0,0,0,345.3141346,275.4139631,146.6989188,109.981437,224.4077006,274.324167,333.1945106,378.8320261,338.313429,298.6156536,236.8377388,202.5661365,107.0309173,75.35366691,64.11785046,47.87230783,38.26059036,40.59734686,37.97071139,25.29711342,19.32371916,16.39860904,14.73122741,17.17565806,9.911290475,6.763191324,9.521150434,6.069785716,6.776796872,6.585758379,11.7607959,7.436590442,6.761493453,8.068333544,7.594525894,7.46442827,9.573578085,5.096282908,5.557886835,1.578726079,8.530254721,4.209896719,1.083816503,3.517389206,2.825413617,3.244773244,0,2.474438814,2.366082011,2.825784508,4.131763848,2.66821814,2.312495534,2.4555854,4.577596291,2.408460992,7.541870521,4.899763455,10.09503047,0,81501.2963,48234711154,22.2,0,222,0,4.846540647,205,1.003219307,0,1300,6.599402903,5.479912933,7.192959096,2010,71.3,1910,0,2.392270472
Etah,1672.43944,0,0,0,17.71003967,193.3643946,183.3315116,168.4903979,92.73460202,44.41522763,29.64332412,15.22877055,10.41716912,9.790950193,6.042831794,3.101076967,5.494309033,4.531382989,5.247780471,2.226876206,3.736757918,2.314686852,2.226546896,1.677879193,2.225406094,3.825412044,0.715844171,1.599784297,0.795499831,3.656986031,3.188930704,2.305072432,3.101092436,0.715260428,3.099619011,0,0,0,0,0,0.715260428,3.099863572,0,1.430675569,2.225532876,1.598492518,0,0,0,1.589639521,0.715363567,1.430675569,0.715312002,0,0,0,0,0,0,0,0,0,0,0,25187.76225,7164112941,0,0,0,0,0,0,0.238627986,0,0,0,0,0,2480,27.4,5.923809274,0,0
Etawah,862.8297168,0,0,0,160.2557466,474.1696801,210.6207302,136.6189629,112.6477366,66.59931609,51.91947947,32.98454364,26.20692736,22.02330029,20.87430206,13.86713557,13.61849327,12.41060063,10.56121979,5.921665181,7.61536259,3.763486142,2.160570129,5.841409697,3.217401589,6.864004133,4.639461078,1.519449284,0.799116205,3.734287286,1.486666039,2.241083052,0.800154439,1.599385326,3.297462534,2.960116346,3.769455121,0.094148335,1.145178418,0.800442549,0.800095518,3.680138241,0.601055319,3.120825665,2.160414141,0,1.520676114,0.800324893,0.800383711,0.889060488,0,0.800383711,1.60053815,1.520346437,2.409820968,1.52051133,1.689214928,0,1.440584807,2.160676397,3.761214638,1.52051133,0,0,48545.90472,12692884401,0,0,0,0,0,0,0,7.753392982,0,0,1.160263919,0,2290,29.2,0,0,0
Faizabad,1368.17114,0,0,0,280.0099792,494.786948,207.7184546,95.92341824,44.31765826,44.845084,28.40658405,21.84929445,15.04289002,14.61473026,10.01510254,8.083808705,3.152540804,6.331239452,1.520832155,2.241133246,1.449463483,0.829107283,4.481853548,3.841350068,1.609906136,3.201423167,2.176585791,0.745469163,1.440378369,3.841167887,1.520723187,0.960226421,1.031076217,3.065382401,2.075965374,1.52062592,2.24068885,2.315544676,2.240794942,0,1.520567102,2.404091776,1.520552733,2.320830554,2.32083047,1.600423561,1.520346437,4.321352813,1.440796588,3.209849526,5.37013159,3.041360872,0.889315234,1.60036777,1.4404844,2.320950813,1.520575708,3.930502679,0.720191997,3.041017063,2.240859505,0,0,0,36572.38147,11241229372,0,0,0,0,0,0,0.231134982,36.8,0.364789179,0,29.9,0,2610,46,2.064939643,0,8.121565033
Faridabad,0,0,0,0,0,5.415543043,7.068501053,13.36586561,19.62747285,13.56042729,8.04233341,14.61758857,26.97215794,19.66991047,22.70560501,19.88828126,25.36517009,23.48712826,23.8159484,22.40775431,25.81581344,21.50299615,18.72560879,16.75944733,11.73407547,23.85274881,17.51626601,17.90795509,12.24384118,12.79232586,13.9724821,10.70329153,7.989212878,9.36096443,7.921566662,8.424346919,7.20669658,9.732320108,3.907090094,9.574574289,6.499778774,5.8157245,6.965108217,7.503017707,3.63052924,5.12996879,7.361244031,6.299156973,12.36055701,8.293935057,5.758481477,7.895621245,8.366411816,11.28365161,6.09462442,7.416756239,9.975922701,11.69175384,4.496875979,10.74798396,10.32107151,13.52260948,21.22949457,108.6373317,293859.2525,28179452092,0,0,0,0,0,0,1.462738022,0.902520607,0.411866498,0,2.039133211,0,695,110,31.1,0,0
Faridkot,0,0,0,0,0,0.434365148,19.30238821,84.87387932,146.8947823,218.3411439,238.7235496,195.9735225,121.9434234,109.8519855,71.91025536,32.39986572,26.82031186,18.32377093,14.56699114,7.344547814,6.158241359,10.73152382,6.561115438,11.12671086,2.161574587,7.874815054,3.708418714,1.467691374,6.408531167,4.563708924,2.781293687,3.551448709,3.716510397,4.042014509,1.390058991,0.695032682,3.794790606,3.628364425,3.548826729,5.491986293,3.784824439,2.941765252,2.163189709,3.709112045,0.77173541,0.857990977,3.705288817,4.554087752,3.01126516,1.629022324,2.323883037,1.390178971,1.466583073,0.694324538,2.855649702,1.465983334,3.550550449,1.389591246,0.771668613,3.018982563,2.160428133,0,1.466050131,0,112138.9176,18964693643,0,0,0,0,0,0,0,0,0,0,0,0,1420,26,0,0,0
Farrukhabad,1577.25859,0,0,0,92.60991003,206.1912204,114.5836775,43.64507139,23.26960775,12.98440101,14.49548445,6.940902896,8.994633293,7.011141434,3.104935193,3.830085206,2.149540189,5.501879403,2.30918603,0.795851719,0,4.378111093,1.433375877,1.432954582,0.796206143,3.113567551,0.71631784,1.512797284,3.105065927,2.149591307,1.591877588,0,0.716426095,1.432903368,1.512605619,2.229022806,1.600924578,0.796028994,0.796206143,3.104669347,2.229377142,0,0,1.601046605,1.512572159,0.716426095,0,2.396964269,3.184524102,1.512394972,1.433171057,0.884606738,1.432903447,2.397113085,0.796028994,1.432954705,2.229049512,3.104804171,0,0,0,0,0,0,23023.11206,5689677848,0,0,0,0,0,0,0,22.4,0,0,5.88063369,0,2110,50.4,0,0,0
Fatehabad,0,0,0,0,0.703423494,12.95099649,57.17921118,84.3221344,133.0994641,203.5024992,311.0446944,356.894799,306.2264783,241.0950583,180.2914727,132.7457968,84.75863119,49.49349954,33.7624717,20.54251343,23.30808397,21.05378074,11.3875329,7.564988964,12.52049171,12.25864215,5.930285384,9.764434018,6.905720277,2.768097859,2.882539635,5.399845976,5.146994284,4.445979149,3.828842663,5.931326895,6.793924798,5.148590453,5.153530179,1.481676697,0,2.970365012,2.884218358,0.780511797,1.480026462,3.040141258,2.183917878,0.779188219,4.531582051,0.780576258,2.88570081,2.104832821,0.702405642,0,2.962863806,1.645995801,1.481676697,1.646307441,0.780576258,1.483036875,0.702460617,0,0,0,113335.7918,31437960170,0,0,0,0,0,0,0,1.742405588,0,0,0,0,2380,23.2,0,0,0
Fatehgarh Sahib,0,0,0,0,0,0,0,18.63834398,45.09378303,172.5362758,228.7366916,174.3054867,92.47269634,60.92214365,38.63577586,25.82357309,28.2925678,28.791131,19.77249668,14.85966577,14.06460732,14.28637996,6.762916556,8.875225319,13.28738732,7.956632842,6.268934257,12.91457862,8.566187783,3.419806418,10.33520396,3.548424931,4.321233354,6.576327395,4.398212412,4.474280184,2.083802599,2.401088203,2.076476568,4.178813487,2.386638159,2.324075045,2.239689169,2.933155283,2.3238093,2.932600799,2.933031647,2.318197851,2.144194454,1.157947375,0.694621986,3.329581192,2.149388146,1.946893858,3.159273446,0.895029243,3.060520826,3.9130627,2.198024353,0,0.77173541,5.255951291,2.159058229,0,128772.3639,17159748708,0,0,0,0,0,0,0,0.180059994,0,0,0,0,1130,17.5,0,0,0
Fatehpur,3088.931472,0,0,0,319.4411189,302.6701045,113.6681962,70.847679,60.00730336,48.88504564,22.12961115,28.08533996,18.92858923,10.87499817,8.794228332,6.767269795,8.546683649,7.172380662,5.403354989,5.968764809,5.565282246,6.285145688,3.87536454,2.254736777,2.176123122,4.7631386,1.531090441,0.895667529,2.256927661,0.725341904,0.725590723,2.337537985,0,1.450981345,0.725542075,0,1.450932697,1.53154009,0.725439313,1.612258638,0.725390622,0.725542075,1.531428894,0.806100776,0.806100776,1.621106843,0.806043682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16849.5204,7851112596,0,0,0,0,0,0,0.192687536,32.1,0,0,39.9,0,4070,35.5,0.231790848,0,1.238308452
Firozabad,868.8162561,0,0,0,139.5770385,291.2309329,214.9839163,151.8703476,143.754742,111.6836458,62.6303322,49.9053464,39.29416919,27.73657335,28.34599602,15.97089716,21.5359562,19.4597131,19.94497051,10.96421416,15.01747242,11.85176286,8.007368783,7.577445047,5.903691521,7.273579012,9.652222077,11.25131753,7.578702102,6.95921797,7.674032784,4.927273387,3.749546285,4.557370072,1.515815455,0,6.535774293,1.8044775,3.19912291,4.46721498,3.829611137,2.951919445,3.537225898,1.902391417,6.066342983,2.401982311,0.71800287,3.997198494,1.51573301,0.798072539,2.23444517,0.797605195,2.402468209,2.951314937,2.951622431,4.467182659,1.43616375,0.717844676,0.717952043,0.79766485,4.466756115,0.717952043,3.279348469,0,61510.27519,16680182751,0,0,0,0,0,0,0,0.221666797,0,0,0.828262431,0,2350,49.7,4.063877863,0,0
Firozpur,6.329376515,0,0,0,5.625986546,44.78471684,131.9408822,381.2876331,652.2739936,793.793091,794.6079177,548.2524083,400.2253502,310.4455697,221.7893305,176.8427661,111.175054,83.07908084,66.71524933,59.11505303,46.27763221,32.53579468,28.11721997,25.28387003,21.45296161,15.24801457,11.73191537,12.96834506,14.35367068,12.35943461,6.724080251,9.494458147,11.44963161,8.343612421,9.564737904,7.947790353,4.483198843,7.344280166,5.879932168,3.700270276,4.728935581,11.21207487,8.113082726,4.395403109,5.408684947,2.858150865,4.242767022,4.331522524,3.006742896,5.177313681,5.345540172,7.256927623,2.863036505,5.876944644,3.017848594,2.944980369,4.568777679,8.258069261,2.942263876,2.781575235,5.339364352,4.478509358,10.10846181,1.385172501,105473.0317,63953689846,0.23038329,0.597320504,0,0,0,0.902113062,0,1.056465164,0,0,0.361116401,6.241894067,5060,68.1,66.2,0,0
Gadag,1510.74676,0,0,0,737.6759055,1253.663298,542.605697,187.866498,101.4428495,71.2814704,35.65425928,27.49422542,28.3248745,14.07258427,13.20289508,11.83254958,13.12305006,8.20300385,8.017284693,3.463724972,9.235249006,4.745261268,7.424671799,7.249146022,6.56575376,2.329971513,3.277695311,2.415923789,0,0.776408361,3.277964828,0.776224934,0.862641439,0.862641439,0.862606885,1.638821678,1.638729885,1.63876449,0,0.776346196,0.862641439,0.862574141,0.958377285,1.638895896,0,0.776346196,1.638895896,0.958377285,0.776254456,1.734807215,0,0.776346196,1.638856283,0,1.638885753,0,1.725113697,0.862606885,0.776346196,0.776316727,0.776316727,0,0,0,40693.97325,19719505025,0,0,0,0,0,0,5.186260431,167,7.767141914,0,16.3,0,3980,23.8,448,0,0
Gajapati,3800.960139,0,0,0,85.4634739,77.28886698,44.28544614,10.50103058,9.338109617,0.229212412,3.135640307,1.908077881,2.552031723,2.232234114,0.762731051,1.18481434,1.006763976,1.987062322,1.525573266,0.762842215,3.907077644,1.610408905,0,0,0,0.762766796,2.457921445,0.762842215,0.847560568,0.847602461,0.941733965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864.182439,1668663841,1.05037547,0,4.446910585,0,46.8,80.3,0.929663027,0.187562481,2880,42.5,0,6.435394437,99.7,7.798947946,883,0,0.656464282
Ganderbal,1067.727632,0,0,0,1.628059983,0.463441177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.01625675,8829445.816,3.199525146,93.5,0,1.087971604,0.247311457,53.1,0,11.8,7.885605612,2.864171648,683,0.238962223,24.4,0,13.8,78.8,95.6
Gandhinagar,0,0,0,0,0,5.822115501,36.78566296,102.2547499,212.5984814,285.2075263,295.1219027,215.2749528,147.0684028,106.9533036,77.61298696,58.26715327,46.42122319,29.2905189,16.69995412,16.85630821,23.69686918,19.43260928,15.47854113,14.91049059,10.53911934,13.68859464,14.08739838,12.17227338,11.1355299,9.40510507,14.45803155,3.876394987,11.90464677,17.01578454,9.937097452,9.368332925,14.09057808,17.03511842,11.03290238,15.16608199,13.22119854,11.61873372,8.893845745,11.77772907,10.92659494,7.913705827,13.64167739,8.834381442,8.564292905,9.805971542,4.993762988,11.06008583,6.662780764,6.528013512,3.88030588,5.658284737,5.352839051,6.091603644,7.163095268,8.193278618,6.139045092,8.887942263,21.32275026,9.290214019,155453.5105,36327375514,0,0,0,0,0,0,0,1.648544103,0,0,0.183090562,0,2020,60.4,54.6,0,0
Ganganagar,2146.009183,0,0,0.783579766,358.6798324,1456.352031,2165.681837,1698.493033,946.0660525,598.267047,320.3373388,200.5162503,113.5224035,90.84831939,66.11548426,50.16245484,45.31704589,38.27137909,34.64985649,32.54992315,29.95715268,25.41786825,22.43162534,16.24503205,16.37420272,19.30138916,12.75177176,12.55987445,14.91802719,11.0751095,8.946578549,9.911656967,9.924126397,9.61731968,6.865014653,6.019191098,7.4420728,6.184006185,2.808210647,2.521188242,8.125047661,3.044388943,6.163025592,5.153021792,2.264090663,3.825162193,3.03711447,3.658051615,2.190428921,0.8687729,1.403316088,0.777599965,2.176933579,0.70381836,0,6.945253733,2.958518042,1.481229376,2.880560619,0,1.477126978,2.954387288,3.740128606,4.353674883,56022.28058,68940952798,0,0,0,0,0,0,0,2810,0,0,1.330784247,0,7170,69.6,3.448891232,0,625
