DISTRICT,101,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,MSL_1,MSL_2,MSL_3,MSW_1,MSW_2,MSW_3,CHH_1,CHH_2,CHH_3,FC_1,FC_2,FC_3,BF_1,BF_2,BF_3,EMP_1,EMP_2,EMP_3,asset_1,asset_2,asset_3
Shupiyan,13,483.35,0,0,0,20.41,29.44,10.01,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544.3,298323812.5,0,42.7,0,0,0,49.9,0.47,1.62,3.32,0.59,107,0,122,3.26,214,0.01,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Siddharth Nagar,184,2322.22,0,0,0,120.95,239.42,56.28,24.84,9.69,12.7,7.78,5.43,5.5,3.75,4.46,1.51,1.51,3.04,1.51,2.23,0,0,2.15,3.91,0,0,2.31,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9641.55,3083955073,0,0,0,0,0,1.06,0,0,1.06,0,0,0.59,2820,7.85,0.23,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Sidhi,462,4350,0,0,0,174.26,118.5,29.92,11.19,4.01,7.53,5.08,5.97,4.57,5.16,2.28,2.29,2.79,1.54,0.73,3.93,1.25,3.19,2.94,3.45,2.7,1.63,1.63,1.72,1.06,0.82,2.46,0,2.29,1.47,0.73,1.64,3.08,1.62,2.37,0.73,0,0,1.55,0,0.82,3.84,0,1.55,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6736.62,3543014989,0,0,0,0,155,232,2.5,24.7,971,2.51,41.4,0,3110,1.03,231,0,0.46,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Sikar,111,185.21,0,0,0,28.13,497.33,921.23,980.17,1027.37,964.04,773.5,597.28,419.07,317.37,196.36,140.7,89.85,70.52,55.52,54.38,44.52,40.87,24.63,27.09,17.65,18.3,11.58,20.5,10.09,13.77,8.18,12.59,8.1,11.41,7.94,8.44,8.52,6.2,4.53,2.22,6.12,3.18,2.38,3.73,2.3,3.89,1.43,2.22,1.59,4.52,5.65,2.39,1.67,2.94,1.51,1.68,1.43,2.94,1.43,2.14,3.81,2.22,2.22,6.21,87606.01,76385435680,0,0,0,0,0,0,0,515,0.41,0,105,0,7020,54.9,0.23,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Simdega,367,3713.14,0,0,0,9.44,20.13,7.65,10.5,4.71,6.61,0.74,2.32,3.75,2.35,1.46,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.62,491815173.8,0,0,0,0,27,259,0.23,1.17,1150,5.79,0.74,0,2000,1.94,330,0,0.94,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Sindhudurg,529,1538.69,0,0,9.59,1882.52,989.96,328.8,126.98,52.83,37.81,20.76,16.27,16.48,10.8,14.34,8.86,8.36,2.96,4.82,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32915.26,17476942304,26.1,0,173,0.8,26.3,64,8.16,2.21,2960,484,23.5,27.8,646,3.39,623,0,0.82,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Singrauli,463,4209.94,0,0,0,210.4,337.86,192.6,116.59,80.03,77.18,33.56,40.15,27.17,24.7,25.03,14.81,14.88,15.12,14.41,14.03,10.77,15.39,10.44,10.06,10.83,7.13,6.38,7.03,9.33,11.06,5.65,9.15,11,7.95,10.63,6.4,6.78,9.35,8.59,10.64,4.66,4.58,4.1,7.28,12.02,9.09,4.58,8.76,6.98,4.77,7.58,5.66,8.92,3.76,4.92,4.5,6.22,5.38,5.26,4.03,3.76,4.01,5.53,9.99,34072.74,21688788396,36.6,0,0,0,121,95.6,2.18,57,1260,0.24,50.2,0,3950,24.6,186,0,2.1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Sirohi,117,2864.91,0,0,0,239.71,762.83,422.36,214.24,136.84,88.43,45.33,47.11,36.55,26.32,25.44,13.86,15.69,13.7,18.48,12.36,18.57,12.93,12.38,7.58,10.11,10.26,6.92,5.6,6.85,6.11,10.19,10.61,4.64,2.93,5.54,3.83,6.76,3.09,2.36,5.55,1.47,0.73,1.47,1.64,2.36,1.63,2.28,2.08,2.62,1.63,0.81,1.47,2.06,0,0,0.01,0,0,0,0,0,0,0,0,33734.63,19250378151,0,0,0,0,4.44,70.4,3.41,137,232,0.66,89.7,0.47,4340,19.7,258,0,1.66,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
Sirsa,79,36.65,0,0,0,19.06,119.11,244.74,327.57,421.09,456.62,479.6,472.92,344.82,271.07,206.1,168.9,110.65,77.78,73.8,50.86,46.77,32.56,28.28,19.68,19.36,17.73,16.45,9.31,14.35,13.18,6.55,7.66,9.01,7.74,10.22,3.32,5.6,4.37,7.73,2.94,2.88,6.85,3.75,5.95,2.05,4.44,2.89,2.27,0,4.3,2.98,3.06,1.41,4.1,3.21,2.24,2.23,0.78,3.66,1.48,4.07,0.78,6.16,3.83,105208.71,51483679811,0,0,0,0,0,0,0,38.5,0,0,0,0,4170,29.5,0,0,0.24,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Sitamarhi,206,2056.44,0,0,0,13.88,115.44,66.8,28,19.52,5.48,3.05,2.89,3.94,2.97,0.72,4.57,1.52,0,1.52,1.69,1.52,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6845.3,1791112925,0,0,0,0,0,0,0,0,0,0,0.41,0,2290,18.9,19.1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Sitapur,154,3531.63,0,0,0,749.34,838.04,260.11,117.73,69.26,34.8,16.46,19.13,11.05,14.23,16.08,13.91,5.41,6.81,6.83,6.75,3.58,2.22,7.56,4.45,2.31,2.94,3.74,3.19,0.72,0.88,0.79,0.79,0.72,0,2.3,1.59,0.79,1.51,2.31,1.51,1.51,0,0,0.72,0,1.51,0.72,0,2.39,0.72,1.51,1.68,0,1.51,0.72,1.51,0,0.72,1.51,0.79,0.72,0,0,0,21588.99,14123942667,0,0,0,0,0,0,0.23,47.5,0,0,22.5,0,5620,74.6,1.17,0,9.67,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Sivaganga,622,21.93,0,0,0,217.14,1082.23,1253.36,662.4,311.56,175.22,101.69,83.97,57.4,48.09,38.41,20.43,33.74,20.47,14.83,12.26,9.24,8.65,7.21,4.82,3.44,5.32,1.77,6.08,2.78,5.11,3.45,3.35,2.65,3.35,2.55,3.45,3.43,0.88,0.79,2.47,1.67,0.79,1.77,0.98,1.58,0,1.76,0.79,0,0,0,1.67,0.88,1.67,1.59,0,0,1.67,0.79,0,0,0,0,0,71392.78,31023339646,0,0,0.23,0,0.22,4.63,0.77,1.94,0.67,0.07,9.81,1.18,2250,45.7,1940,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Sivasagar,311,549.08,0,0,0,574.63,614.97,250.73,140.48,101.8,41.24,45.18,37.7,33.83,34.09,23.64,16.16,18.98,16.86,10.89,12.16,10.65,6.88,10.55,6.08,6.07,5.92,3.76,2.24,5.2,5.11,2.41,5.27,3.84,6.79,3.92,0.8,3.37,4.64,3.68,2.96,1.44,1.44,1.52,0,0,0,2.24,0.8,1.52,0.72,0,0.8,1.69,0,0,0,0,0,0,0,0,0,0,0,52806.75,15678016849,0.08,0,142,0,0,10.9,0.64,16,454,9.67,6.07,3.98,1460,9.2,517,0,2.05,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
Siwan,218,1769.9,0,0,0,78.53,274.91,43.41,18.65,6.77,5.56,4.59,2.25,2.25,2.25,1.45,1.53,2.98,1.53,0.72,1.53,1.53,0.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10272.26,2554442235,0,0,0,0,0,0,0,7.78,0,0,6.85,0,2180,21.2,0.1,0,3.14,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Solapur,526,312.63,0,0,0.1,1272.47,3037.52,2571.03,1701.72,1295.09,1016.97,905.52,705.96,493.19,373.08,248.53,171.19,117.89,92.75,77.84,49.81,39.13,34.68,29.54,33.2,23.72,32.6,21.76,20.4,7.07,14.09,8.7,7.24,10.08,11.34,8.96,4.94,8.19,5.81,10.76,3.32,3.32,1.52,7.07,5.03,5.72,4.87,1.53,5.81,5.89,8.19,3.24,3.08,4.95,2.57,2.39,4.01,5.46,4.94,3.25,4.86,4.95,4.69,7.34,20.67,77508.59,122000000000,88.5,0,0.19,0.19,0.65,3.23,21.2,110,0.65,0.91,0.52,54.7,13900,304,376,0,10.7,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Sonbhadra,200,5271,0,0,0,369.56,347.39,150.69,65.79,40.04,34.54,27.19,20.09,23.54,13.96,17.64,17.41,19.53,10.71,12.23,14.35,9.51,8.41,11.86,14.41,10.52,5.55,10.13,9.98,6.87,9.14,10.86,10.98,6.17,6.12,10.56,8.6,9.31,8.02,6.46,6.56,6.86,5.48,7.28,5.88,8.91,6.05,5.39,5.57,6.26,5.36,4.12,8.84,6.87,6.94,8.02,5.39,8.42,4.75,4.63,4.83,7.86,2.38,5.35,4,27095.82,20266235372,251,0,0.18,0,28.8,67.9,8.9,157,2150,0.85,167,8.68,3590,35.2,293,0.6,21,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
Sonipat,76,0,0,0,0,0,6.76,45.85,148.18,186.4,198.67,213.23,178.38,123.04,90.76,87.46,77.5,76.87,52.58,60.57,51.28,41.49,40.06,41.24,21.52,29.87,25.24,16.04,19.2,21.99,16.61,13.32,8.9,14.48,11.25,11.34,16.34,8.58,9.07,8.09,6.05,12.05,6.99,6.12,6.75,5.76,6.01,9.49,8.06,3.69,10.36,8.13,11.15,5.51,8.63,8.17,9.12,8.54,8.85,4.39,6.12,6.84,3.78,8.42,6.85,150364.23,37253700276,0,0,0,0,0,0,0,0.6,0,0,0.18,0,2100,49.5,4.64,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Sonitpur,306,3423.95,0,0,0.8,530.27,601.28,221.12,97.19,69.99,44.62,28.67,23.5,22.53,22.42,19.4,16.53,8.81,9.77,7.23,12.09,3.04,5.29,7.07,3.77,3.21,0.72,0,0.72,3.13,2.16,0.72,0,2.32,0,1.52,0,2.24,0,0.8,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19475.5,11386001886,170,0.42,388,0,0.71,69.9,11.3,170,228,23.6,213,42.4,968,15,2800,0,96.1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
South,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.69,1.12,0.83,0.8,0.1,1.42,1.52,0.69,1.42,1.42,0.05,2.08,1.09,0.95,1.54,2.51,2.37,0.79,1.66,0.79,0,1.5,0,2.29,2.25,1.93,0.46,0.88,1.42,0,0,2.21,1.02,2.92,1.58,2.21,3.42,6.02,8.74,190.93,519603.81,15059018978,0,0,0,0,0,0,1.14,2.47,0.6,0,2.37,0.44,89.8,135,21.5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
South 24 Parganas,343,2401.69,0,0,0,34.66,568.56,426.64,327.99,258.95,238.66,160.68,122.67,95.56,81.88,64.57,50.88,45.44,41.79,37.81,29.88,30.21,25.35,22.79,19.38,12.36,18.56,14.5,14.17,14.65,14.29,10.53,12.01,7.06,8.8,7.21,7.97,6.3,7.78,7.62,8.57,4.81,4.96,7.13,3.07,4.4,9.9,7.88,10.84,10.71,5.55,5.97,7.61,4.65,6.04,7.95,13.08,6.37,7.43,10.68,13.77,13.85,18.77,25.4,105.42,77397.41,46798564138,178,0,0.27,0.94,1.06,13,6.49,2.91,10.8,0.87,16.1,625,4550,110,38.1,2.09,17.1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
South Andaman,640,1973.8,0,0,0,174.36,100.83,45.26,28.49,11.17,15.36,8.58,5.47,4.89,6.23,1.42,1.45,2.87,1.1,2.26,2.7,3.09,0.5,1.91,2.94,1.41,2,1.2,0.68,1.76,0,0.08,1.9,0,2.63,1.21,1.12,0.88,0.71,0.05,0.93,0.79,0.99,0,3.28,0.66,2.03,0.03,1.33,0,0.33,0,2.68,1.63,0,0,0.73,1.66,1.32,1.4,0.88,0.92,0,0,0,16434.43,4104295134,94.9,0.56,1920,1.49,3.62,27.7,0.18,0,11.6,1.8,0.93,282,10.6,13.1,59.6,0.08,0.49,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
South Garo Hills,295,1823.56,0,0,0,17.44,46.25,20.66,8.98,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.97,532608853.6,0,0,780,0,7.77,176,0.19,0,850,4.25,0,2.49,28.6,0,73.4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
South Goa,586,476.02,0,0,0.78,362.41,228.75,151.7,69.21,43.26,31.58,33.47,27.12,28.37,34.88,32.79,24.57,21.28,20.7,18.4,23.94,25.31,15.07,15.88,24.28,11.42,10.43,12.54,11.11,13.47,9.27,6.26,8.49,10.01,6.6,9.07,4.08,7.43,6.39,6.54,10.12,4.84,5.08,2.42,6.52,5.72,1.82,5.4,8.52,3.11,2.77,5.1,2.19,3.28,4.8,6.73,3.28,4.53,3.38,2.27,6.05,3.29,2.31,2.59,0,95003.25,19298647046,19.8,0.14,490,0.61,15.4,58.2,10.8,2.41,916,57.9,12.3,29.8,153,14.1,168,0,0.42,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
South West,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,1.65,0.99,2.52,2.66,2.18,3.61,2.66,2.66,3.19,6.93,3.55,2.21,7.12,8.19,8.55,4.49,7.48,11.53,6.44,6.69,3.39,5.43,3.07,3.9,1.62,5.29,4.31,2.13,5.02,3.06,3.78,3.78,2.87,7.52,5.03,1.5,3.93,3.27,3.74,4.09,4.93,8.35,8.92,239.71,469987.29,23338545847,0,0,0,0,0,0,2.51,5.51,0.23,0,4.72,0,228,187,7.21,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Sri Potti Sriramulu Nellore,550,2672.89,0,0,0.78,1519.35,3152.9,1737.74,965.08,643.15,533.43,395.23,259.19,185.17,134.58,121.84,97.05,75.24,60.59,47.62,37.51,41.74,28.91,30.15,22.04,21.63,13.96,18.31,21.61,19.99,9.01,15.7,14.05,15.34,17.89,16.84,12.05,11.8,7.73,11.81,8.43,1.65,7.46,5.82,9.29,10.61,2.43,7.82,6.5,5.8,5.72,3.48,3.29,7.46,3.56,3.99,2.43,2.43,3.29,6,2.34,4.95,5.03,13.27,0,60791.16,82861363899,406,0.47,2.11,0,70.9,419,33.5,147,310,16.6,324,83.5,3190,74.3,7960,0.01,78.3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Srikakulam,542,1400.86,0,0,0,592.53,1574.49,1125.65,602.64,330.87,214.76,107.35,69.89,59.36,46.25,41.98,22.37,21.68,22.63,12.7,8.63,7.37,8.15,6.53,2.39,5.03,1.62,0,0.85,3.15,0.94,0.76,1.53,2.38,2.46,1.96,0.3,1.61,0.76,2.47,0.76,1.7,1.09,0.76,0,1.53,0,1.71,0.85,0.94,0.85,0.85,0.85,0,0.76,1.61,0.85,0.76,0.76,0,0,0,0,0,0,49357.4,33094164262,31.4,0,1.45,0,19.6,71.6,17.1,2.64,800,5.86,7.65,31.7,2710,77.6,2530,0.47,15.7,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Subarnapur,392,1905.77,0,0,0,133.36,174.27,52.24,31.37,12.34,9.95,4.96,2.34,6.45,2.63,0,0,0,2.22,1.67,3.44,0.84,0,0,0,0.75,2.34,0.56,0.25,0.84,1.59,0.75,0.75,0,0.75,0.75,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225.39,2846238558,3,0,0,0,61,101,1.95,24.5,265,1.93,24,1.48,1370,3,497,0,1.61,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Sultanpur,179,2628.24,0,0,0,760.26,550.99,149.81,65.96,49.53,36.94,20.26,19.61,12.48,11.9,9.81,4.59,9.46,9.18,3.13,3.78,6.84,4.74,7.54,3.95,1.38,1.38,1.7,0.72,0.8,2.25,3.69,0,3.08,0,3.05,2.34,0.6,2.29,1.45,0,2.98,0.21,0.72,0.72,0.72,3.29,0.8,1.53,0.72,0.72,0.72,1.61,0.72,1.45,0.8,1.53,0,0,0.89,1.53,0.8,0,0,0,23489.69,11616325143,0,0,0,0,0,0,0,0,0,0,0,0,4400,19.1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
Sundargarh,374,6932.54,0,0,0,364.04,829.51,401.08,183.87,142.25,101.27,99.82,74.69,62.55,53.81,46.58,42.71,32.63,23.28,22.89,27.49,12.88,12.74,12.61,9.46,3.16,7.23,8.96,7.97,6.47,8.73,6.22,7.48,6.14,7.97,2.32,4.82,10.46,7.88,4.64,3.15,1.67,3.73,6.65,2.32,3.15,6.48,5.65,1.58,3.81,3.9,5.55,2.98,3.98,1.58,4.74,1.49,3.41,1.58,3.15,4.9,5.48,10.2,15.28,22.06,27378.49,28850090166,9.81,0,4.09,0,738,1320,22.1,12.8,3620,12.2,26.1,16.9,3020,76.9,841,0,7.04,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
Supaul,208,1726,0,0,0,15.24,390.43,145.32,48.08,22.97,11.59,7.97,3.13,2.17,0.89,2.33,3.15,1.45,2.42,0.72,1.61,0,2.41,0,1.53,0,2.34,0.72,0.8,0,0,0.72,2.33,0.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15557.15,4176244249,0,0,0,0,0,0,4.64,104,2.45,0,96,0.66,2070,3.72,103,0,11.2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Surat,492,228.87,0,0,0.29,241.62,291.74,350.49,327.48,343.41,405.27,338.69,214.51,184.1,138.91,84.62,87.97,73.99,64.96,49.88,41.98,40,40.32,32.04,27.1,26.72,36.42,30.62,24.64,32.71,15.25,12.91,22.72,18.68,16.82,12.44,10.8,12.75,11.8,15.33,18.09,13.88,14.35,8.77,12.62,10.13,9.61,13.53,8.16,9.02,6.52,9.98,7.94,6.79,6.49,11.9,10.53,10.82,7.65,14.04,15.75,17.13,17.46,37.47,124.74,138305.32,64614608056,47.1,0,0,0.41,9.01,163,4.95,18,113,12,70.3,6.92,3110,381,376,2.72,15.5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Surendranagar,475,1833.34,0,0,11.84,2745.02,2669.71,1294.02,736.97,410.86,221.01,147.65,73.44,58.17,34.75,32.1,22.73,14.62,13.74,18.85,10.26,9.75,13.4,7.1,8.11,5.63,8.6,6.46,7.77,6.37,7.2,3.96,0.74,7.85,3.8,3.06,2.4,5.37,3.98,3.23,1.57,2.39,2.31,3.06,0.92,0,1.57,1.49,2.31,2.39,0,2.39,2.31,0.74,3.14,0.74,0.74,2.49,0,1.49,1.66,0.83,2.31,0.83,0.83,46142.09,52815538848,12.8,0.38,0,0,0,1.27,21.7,853,2.44,0.23,253,2.78,8460,109,786,0,3.26,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Surguja,401,13632.51,0,0,0,443.71,775.54,298.53,134.93,95.77,61.76,44.76,30.98,22.28,14.25,12.6,14.01,10.62,7.91,7,7,10.47,4.69,4.7,7.25,4.69,2.31,5.35,3.79,4.87,1.48,2.56,5.35,1.74,4.7,3.87,1.65,1.48,2.47,1.57,1.65,2.39,2.31,0,5.04,2.56,2.31,0.74,0.82,1.48,0,0.74,2.22,0.74,0.74,2.22,0.82,0,3.21,1.48,0.74,2.31,1.57,4.05,0,9260.89,15940727270,1.07,0,6.64,0,1050,958,10.8,41,5730,21.5,40,0.23,6010,7.49,1840,0,4.54,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Tamenglong,273,4041.62,0,0,0,49.63,72.12,26.2,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.43,742460386.9,0,0.19,3780,0,0.6,205,0,0,154,2.05,0.6,0.84,3.22,0,51.1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
Tapi,493,911.31,0,0,0,368.29,571.68,402.47,279.55,183.47,127.03,78.27,52.53,37.34,18.49,15.48,17.28,15.52,10.27,6.84,10.28,8.95,5.34,5.75,3.17,0.93,4.1,1.5,1.67,3.43,1.58,2.21,3.35,2.37,0.97,0.75,0,0.85,0.75,0.75,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46512.23,15815372351,250,0,0.4,0.19,12.1,368,22.4,2.72,451,42.9,4.84,16.4,1240,25.3,703,0,13.3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Tarn Taran,50,0,0,0,0,0.14,1.86,9.08,17.52,23.99,27.65,38.35,84.48,148.74,294.01,347.68,275.42,268.55,245.63,149.8,103.87,67.68,42.17,47.04,30.52,25.08,14.86,14.09,12.28,9.47,8.05,5.12,9.53,5.29,4.87,4.52,4.48,3,6.58,5.07,2.99,3.68,1.35,1.46,2.91,2.83,2.3,3.6,0.69,1.53,2.39,2.83,0,0.77,0.69,1.45,0,0.69,2.22,0,0.85,0.69,0.77,0,0,139437.26,39188928874,0.07,0,0,0,0,0,0,0,0,0,0,3.54,2370,21.7,0.3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
Thane,517,1374.34,0,0,9.88,1338.19,1473.25,1167.86,785.93,515.47,330.59,210.82,170.26,140.79,100.01,102.33,81.8,96.47,67.26,62.67,47.77,48.28,47.41,49.1,52.36,48.07,51.14,36.12,39.57,37.64,33.64,34.85,28.81,20.14,22.66,24.58,15.77,17.72,18.95,17.78,20.17,7.55,13.68,19.53,19.8,18.81,15.34,14.11,15.84,14.43,15.38,15.93,14.88,22.82,22.69,20.42,20.77,22.48,23.9,30.21,27.65,51.55,56.3,77.16,220.18,107488.47,109000000000,196,0,1.82,0.42,55.2,806,54.4,19.9,2520,729,19.9,66.1,1790,307,2930,0,32.3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Thanjavur,620,8.33,0,0,0,6.51,7.42,119.74,539.04,591.8,489.74,439.82,295.51,183.86,117.58,96.04,64.73,58.07,47.27,40.17,37.4,30.13,14.7,19.33,16.31,11.42,11.02,8.62,7.29,7.32,5.2,5.19,7.29,4.4,4.39,5.8,6.06,6.68,5.89,0,5.19,0.79,3.25,4.13,2.46,4.31,3.25,3.16,5.01,4.14,3.34,1.67,3.35,0.79,1.76,3.43,1.77,3.52,6.77,3.34,3.34,4.04,0.88,0,0,111656.19,38802947640,4.86,0,0.21,0.18,0,0.63,0.24,7.09,0.72,0,13.5,4.63,2720,90.3,548,0.65,4.27,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
The Dangs,489,1490.41,0,0,10.21,194.74,33.67,8.87,12.73,5.69,2.35,0.53,1.36,0.84,1.15,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576.29,1246946121,0,0,0,0,43.3,645,0.23,1.7,797,86.3,0,0,103,1.46,85.2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
The Nilgiris,611,979.17,0,0,0,237.16,354.64,271.19,191.68,117.06,133.39,58.89,33.53,17.03,17.18,14.03,12.65,10.88,13.51,7.55,9.03,9.3,3.16,5.01,3.42,2.63,2.37,0.88,2.37,1.67,5.8,3.43,2.54,1.67,1.75,0.79,0.97,3.24,2.73,0,3.42,2.54,0.88,0.97,0,2.63,4.12,0.79,0.88,0.79,3.34,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,48515.18,12722800419,0,0.89,705,0,0.82,163,12.4,0,805,3.49,9.56,3.55,26,7.96,817,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Theni,624,718.03,0,0,0.79,306.97,404.02,259.73,251.72,264.14,180.57,108.92,66.08,52.05,41.87,33.77,22.14,22.73,14.38,16.84,14.65,9.07,5.12,4.14,9.96,5.11,6.89,5.81,3.45,4.23,3.35,0.88,3.35,1.59,0,0.79,2.74,0.88,0,0.88,0.98,0,0,0.79,0.79,1.59,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59270.55,17277068225,6.17,0,328,0,14.3,88.8,0.22,0.18,223,2.73,0.67,1.15,496,39,1650,0,0.42,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
